account,amount,merchant,transaction_type,location,month,day,hour,minute,weekend,account_amount_delta,account_hourly_transaction_sum,merchant_amount_delta,merchant_hourly_transaction_sum,suspected_anomaly
ACC14,4731.63,MerchantA,Purchase,Los Angeles,3,15,4,47,0,-41607.33,1394774.02,-21700.71,1453952.83,0
ACC7,90000.53,MerchantI,Withdrawal,Tokyo,10,2,1,37,0,11380.229999999996,2748217.81,71621.01,3739533.95,0
ACC9,78043.68,MerchantG,Withdrawal,San Francisco,5,22,2,54,0,20595.77999999999,1036279.86,-21949.050000000003,1541795.07,0
ACC7,50641.77,MerchantG,Withdrawal,Tokyo,4,26,2,52,0,47009.38,504416.11,19551.749999999996,1770356.14,0
ACC15,47606.39,MerchantJ,Withdrawal,San Francisco,3,17,15,31,0,-29024.28,1469298.48,630.9099999999962,1264037.74,0
ACC11,73521.72,MerchantA,Withdrawal,Tokyo,9,5,22,57,0,62602.05,2971487.23,48860.46000000001,3702023.86,0
ACC2,2388.85,MerchantH,Withdrawal,London,3,15,1,6,0,-8558.25,1076782.68,-93968.40999999999,1280040.12,0
ACC7,1060.69,MerchantD,Purchase,Tokyo,3,1,15,55,0,-97629.81,2638607.76,-83329.37,4535209.88,0
ACC12,34371.86,MerchantE,Withdrawal,New York,5,22,19,42,0,-42922.92999999999,1053023.75,31245.47,1241016.54,0
ACC9,42417.17,MerchantA,Purchase,San Francisco,3,27,14,51,0,-28008.240000000005,678209.85,-24379.229999999996,1455282.53,0
ACC2,17321.07,MerchantG,Withdrawal,Tokyo,6,4,9,3,1,-76910.39000000001,3624219.52,15166.63,3471890.65,1
ACC1,80772.94,MerchantB,Purchase,San Francisco,4,2,5,48,1,10203.130000000005,1947232.36,31574.0,4680443.48,0
ACC15,29508.34,MerchantD,Withdrawal,London,4,26,18,39,0,-38337.09,1084033.69,25928.09,1531417.05,0
ACC1,65932.16,MerchantD,Purchase,London,4,14,12,26,0,-33356.81999999999,607357.48,-22564.5,1727334.44,0
ACC1,77688.03,MerchantC,Transfer,Tokyo,10,2,18,31,0,51241.67,2882855.19,808.0399999999936,3961160.5,0
ACC8,80611.01,MerchantB,Purchase,Los Angeles,1,3,21,11,0,29956.619999999995,2375567.84,10904.339999999997,4119195.89,0
ACC6,35155.27,MerchantJ,Transfer,Los Angeles,6,2,0,47,0,-7078.290000000001,2444682.01,22549.799999999996,3184221.45,0
ACC12,83523.26,MerchantE,Purchase,Tokyo,3,18,5,31,1,26875.909999999996,937463.24,-16297.150000000009,1369990.19,0
ACC15,72357.06,MerchantH,Withdrawal,London,1,17,17,15,0,-16166.0,1126119.61,69963.04,1536557.6099999999,0
ACC8,52984.36,MerchantG,Transfer,London,8,3,17,26,0,-43493.56,2600533.2600000002,-43493.56,4069758.44,0
ACC7,52500.97,MerchantE,Purchase,Tokyo,4,4,12,42,0,-45297.729999999996,2144405.22,-26002.33,4203118.3,0
ACC7,4147.13,MerchantI,Purchase,London,10,1,3,24,1,-42604.18,2568496.98,-32222.499999999996,3250047.35,0
ACC13,1532.88,MerchantG,Purchase,Los Angeles,4,20,16,39,0,-63699.65,684834.99,-85475.28,1437506.04,0
ACC7,12818.5,MerchantB,Purchase,Tokyo,3,18,18,20,1,-58372.8,1382964.99,-64362.240000000005,1597051.94,0
ACC10,71060.79,MerchantF,Withdrawal,Tokyo,3,31,5,37,0,20537.539999999994,620226.8200000001,49553.12999999999,1280229.48,0
ACC3,6832.66,MerchantG,Purchase,San Francisco,1,23,14,17,0,-59207.28,1050542.03,-81155.86,1381848.92,0
ACC8,94546.25,MerchantA,Withdrawal,San Francisco,12,4,6,18,0,37178.66,2362913.85,5706.520000000004,3717823.4899999998,0
ACC4,50615.23,MerchantE,Withdrawal,New York,10,1,7,22,1,19515.940000000002,1679154.01,49839.36,2931492.3,0
ACC10,99908.33,MerchantJ,Withdrawal,London,5,31,8,38,0,74660.9,493731.04,26682.72,758903.48,0
ACC14,91955.56,MerchantB,Withdrawal,New York,6,3,16,20,1,85862.63,2217105.14,15682.580000000002,3926337.15,0
ACC5,98881.37,MerchantA,Transfer,Tokyo,4,14,5,54,0,64313.67999999999,1353111.58,48901.02,2130575.58,0
ACC6,22859.24,MerchantI,Withdrawal,Tokyo,12,5,14,53,0,-76355.34999999999,2206350.45,22459.93,3704773.21,0
ACC12,55839.57,MerchantJ,Purchase,San Francisco,1,13,11,0,0,-24516.890000000007,985518.91,-3905.1500000000015,1424224.82,0
ACC6,74986.7,MerchantC,Transfer,Los Angeles,4,30,1,25,1,11740.029999999999,1071746.55,58147.509999999995,1222453.78,0
ACC3,86227.13,MerchantC,Withdrawal,Tokyo,3,28,16,45,0,24460.110000000008,1168786.72,16692.34000000001,1391987.69,0
ACC4,71215.28,MerchantA,Purchase,Los Angeles,5,25,5,27,0,-23522.729999999996,1048872.78,61891.55,1396709.43,0
ACC14,55289.91,MerchantB,Withdrawal,New York,1,15,14,1,1,-36121.09,925778.66,31904.820000000003,1629862.58,0
ACC4,85847.21,MerchantJ,Purchase,San Francisco,1,22,12,5,1,9651.060000000012,845431.9,2598.25,1588552.18,0
ACC3,45709.37,MerchantE,Transfer,Los Angeles,1,24,6,25,0,16904.24,888633.24,-49185.21,1665019.5,0
ACC12,98935.07,MerchantE,Transfer,New York,1,5,13,59,0,83229.14000000001,2328922.2199999997,9000.450000000012,3940782.23,0
ACC11,30486.72,MerchantI,Purchase,Tokyo,9,2,20,43,1,-31187.129999999997,2367357.04,3322.4600000000028,3624818.27,0
ACC9,77496.05,MerchantI,Purchase,New York,3,3,7,9,0,43839.65,2014777.07,806.5,3659589.01,0
ACC5,97403.01,MerchantE,Withdrawal,San Francisco,6,5,21,55,0,85534.61,2868796.45,31398.939999999988,4049774.45,0
ACC10,46960.58,MerchantJ,Withdrawal,Tokyo,8,3,20,17,0,-31885.649999999994,2581920.89,-8746.580000000002,3408469.83,0
ACC13,5329.8,MerchantG,Withdrawal,Los Angeles,9,4,10,1,0,-85273.22,1796695.6300000001,-51857.009999999995,3859206.43,0
ACC4,68288.95,MerchantD,Transfer,Los Angeles,2,3,0,1,0,46026.399999999994,2549776.89,-12780.25,3005079.47,0
ACC3,65705.35,MerchantJ,Transfer,New York,9,2,9,58,1,-33322.56,2789189.46,-17653.259999999995,4014225.12,0
ACC6,81929.94,MerchantI,Transfer,Los Angeles,12,2,10,44,1,52885.86,2613675.86,-9705.520000000004,4496163.16,0
ACC4,95949.76,MerchantG,Purchase,San Francisco,3,20,17,38,0,37087.049999999996,789586.4,30785.949999999997,1420219.46,0
ACC6,19435.65,MerchantF,Withdrawal,San Francisco,3,24,19,0,0,-21257.949999999997,1400492.59,-12668.57,1502143.74,0
ACC2,51408.07,MerchantH,Transfer,New York,3,26,19,57,1,-9152.760000000002,711009.73,-43533.689999999995,1289404.18,0
ACC1,49238.06,MerchantJ,Transfer,Los Angeles,5,15,23,39,0,39130.439999999995,1151243.42,39130.439999999995,1816536.45,0
ACC7,59099.48,MerchantC,Purchase,London,5,23,11,7,0,1682.3800000000047,1099937.4000000001,10145.780000000006,1594767.54,0
ACC2,42433.5,MerchantC,Withdrawal,San Francisco,10,5,19,14,0,873.4199999999983,2519516.87,16289.25,3080887.17,0
ACC3,51378.39,MerchantD,Transfer,Tokyo,3,14,21,37,0,-26865.690000000002,801305.04,28046.54,1867393.74,0
ACC7,40303.01,MerchantH,Purchase,San Francisco,7,2,4,1,1,7708.27,2258431.14,-6717.959999999999,4311718.02,0
ACC12,52044.17,MerchantD,Withdrawal,New York,1,17,11,4,0,50082.159999999996,1052436.15,-44542.95,1793093.72,0
ACC6,73370.31,MerchantB,Transfer,Tokyo,5,15,0,45,0,35274.57,907465.48,69458.73,1966998.34,0
ACC13,46639.59,MerchantG,Withdrawal,London,1,5,9,54,0,-40069.130000000005,2028125.96,-21702.36,2978575.9,0
ACC15,1315.64,MerchantB,Transfer,Los Angeles,12,5,4,41,0,-586.8399999999999,2397622.48,-23053.170000000002,3927271.88,0
ACC10,39966.99,MerchantF,Transfer,New York,10,5,11,38,0,-45370.98,2119953.99,-49289.68,3334187.21,0
ACC12,56992.64,MerchantB,Purchase,San Francisco,2,26,20,33,1,56700.19,1195697.33,-20186.17,1872977.74,0
ACC4,82980.29,MerchantI,Withdrawal,New York,1,4,0,36,0,60211.45999999999,2313986.2399999998,5842.569999999992,3757012.06,0
ACC12,99400.32,MerchantB,Purchase,San Francisco,5,24,17,14,0,80179.75,1199435.06,81785.87000000001,1582721.06,0
ACC6,22681.68,MerchantI,Withdrawal,Tokyo,10,4,7,36,0,-11212.659999999996,2551247.94,-57553.590000000004,3733279.96,0
ACC1,33675.53,MerchantJ,Transfer,San Francisco,4,16,5,10,1,-61009.600000000006,1329449.96,-61009.600000000006,1341459.14,0
ACC5,85289.19,MerchantG,Transfer,New York,3,29,12,16,0,67047.19,752683.7899999999,67606.99,905313.4,0
ACC5,33481.16,MerchantD,Purchase,San Francisco,2,24,15,16,0,-31060.229999999996,1083226.64,-33670.51999999999,1928229.8499999999,0
ACC8,27045.62,MerchantG,Withdrawal,Los Angeles,2,1,16,48,0,-68878.33,2048019.48,10674.859999999999,3400669.97,0
ACC9,4197.88,MerchantE,Transfer,San Francisco,3,23,10,55,0,-83194.48999999999,1231214.71,-58244.11,1150512.82,0
ACC8,86095.7,MerchantG,Transfer,Tokyo,3,26,17,52,1,29418.309999999998,1301455.27,37606.729999999996,1527482.63,0
ACC1,85879.46,MerchantF,Purchase,New York,3,16,19,56,0,79965.20000000001,725253.29,51845.50000000001,1657400.1500000001,0
ACC4,38896.09,MerchantF,Withdrawal,New York,5,25,6,51,0,30725.639999999996,616327.0700000001,-35636.78,1404299.54,0
ACC7,91169.91,MerchantC,Purchase,Los Angeles,3,16,19,40,0,-6052.87999999999,942906.5,85255.65000000001,1583201.35,0
ACC6,83426.69,MerchantE,Purchase,Los Angeles,12,4,21,28,0,48775.020000000004,3147429.7,20198.520000000004,4257840.84,0
ACC11,12692.07,MerchantG,Withdrawal,London,2,24,12,19,0,-20084.870000000003,781785.3200000001,-41215.54,1934847.34,0
ACC6,9404.24,MerchantC,Transfer,Los Angeles,6,2,9,3,0,-56331.310000000005,2713094.14,-22546.39,3215056.15,0
ACC5,3723.1,MerchantH,Transfer,London,2,4,22,8,1,-66678.17,2178285.4,-47637.93,3632205.75,0
ACC10,41917.63,MerchantD,Withdrawal,New York,3,4,4,47,1,-35478.88,2964181.25,-45608.4,3978187.83,0
ACC15,82947.88,MerchantD,Transfer,London,8,1,8,31,0,-12485.73999999999,3576637.17,-5678.319999999992,3351051.37,1
ACC12,24007.26,MerchantJ,Withdrawal,London,1,14,19,54,1,12054.639999999998,819434.97,-65428.62000000001,1831774.9,0
ACC4,85087.67,MerchantH,Purchase,New York,4,16,2,53,1,1133.0299999999988,878643.54,77975.09,1777791.75,0
ACC13,5412.94,MerchantG,Purchase,Los Angeles,2,20,23,22,0,-33306.42,1239041.34,-38452.07,1868604.98,0
ACC9,53080.18,MerchantA,Purchase,San Francisco,1,20,9,31,0,-29011.030000000006,1416305.14,-35986.85999999999,1132341.27,0
ACC12,49212.53,MerchantF,Withdrawal,Tokyo,3,26,20,6,1,17918.8,1195697.33,47252.31,1690892.03,0
ACC7,42871.98,MerchantB,Purchase,San Francisco,3,30,8,12,0,-4362.039999999994,562835.98,-4362.039999999994,867354.85,0
ACC8,79244.56,MerchantF,Purchase,New York,3,31,22,12,0,62621.39,688168.82,45766.88,1128517.32,0
ACC8,151.87,MerchantH,Transfer,New York,6,3,10,33,1,-8940.4,2485861.11,-29873.420000000002,2606769.54,0
ACC7,86145.71,MerchantA,Withdrawal,New York,8,1,7,4,0,40377.630000000005,1976889.08,-1991.75,3511353.59,0
ACC5,37661.5,MerchantA,Withdrawal,London,5,4,17,5,0,14805.93,2900317.58,-11799.379999999997,4056170.32,0
ACC15,24736.07,MerchantJ,Withdrawal,San Francisco,2,27,14,53,0,-39230.78,1220820.07,2273.4399999999987,1275939.82,0
ACC10,20617.16,MerchantB,Withdrawal,London,1,29,15,7,1,13683.0,687561.34,-54062.81999999999,1050029.85,0
ACC13,616.45,MerchantG,Purchase,Tokyo,2,17,1,35,0,-94223.3,1242268.24,-52754.350000000006,1736744.01,0
ACC2,18174.69,MerchantB,Withdrawal,New York,1,17,10,5,0,-78046.9,1126352.74,-49108.75,1400751.27,0
ACC7,66237.3,MerchantE,Transfer,New York,4,14,3,13,0,24291.75,915611.73,-25516.75,1850806.49,0
ACC9,79427.93,MerchantI,Purchase,Los Angeles,1,22,8,15,1,45235.74999999999,968199.91,64177.87999999999,1052103.45,0
ACC12,6562.39,MerchantA,Purchase,London,2,25,20,40,1,-90577.29,997569.7,-7431.5199999999995,1336551.19,0
ACC13,1468.66,MerchantE,Withdrawal,Tokyo,2,18,4,7,1,-96504.53,1272046.26,-72911.83,1463515.69,0
ACC2,10877.42,MerchantG,Transfer,Tokyo,8,2,12,9,0,-8458.37,2766757.85,-46775.61,2949022.18,0
ACC15,23274.7,MerchantG,Withdrawal,San Francisco,2,17,11,37,0,-64165.72,759554.4600000001,-20433.87,1718196.51,0
ACC14,38595.28,MerchantE,Purchase,San Francisco,5,29,14,58,0,-10433.400000000001,1187705.57,-48586.61,1378407.14,0
ACC5,64774.27,MerchantG,Purchase,Los Angeles,4,18,4,2,0,-1917.0400000000009,619553.32,3685.8099999999977,1479441.64,0
ACC3,45063.59,MerchantH,Purchase,London,5,29,3,4,0,-6721.4000000000015,973034.21,5541.399999999994,1113653.54,0
ACC6,3200.57,MerchantE,Withdrawal,New York,3,17,21,51,0,-93615.25,1274634.67,-93615.25,1632614.6400000001,0
ACC12,51227.46,MerchantC,Withdrawal,San Francisco,12,4,14,26,0,-45432.46,1890032.34,-38886.969999999994,3177765.84,0
ACC12,26706.79,MerchantG,Purchase,San Francisco,1,23,5,2,0,-14402.409999999996,1262561.44,14501.640000000001,1387150.76,0
ACC15,58893.12,MerchantA,Withdrawal,Tokyo,9,1,1,35,0,25040.850000000006,2612076.12,54628.810000000005,3260075.87,0
ACC4,19009.4,MerchantH,Withdrawal,San Francisco,11,1,9,26,0,8046.660000000002,2582264.92,-27679.68,3220796.83,0
ACC4,47021.02,MerchantF,Purchase,New York,2,22,1,45,0,24363.279999999995,1256768.02,-4481.600000000006,1118575.6600000001,0
ACC6,27272.73,MerchantA,Transfer,San Francisco,4,29,19,42,1,23621.65,1535730.62,-6104.070000000003,1329380.37,0
ACC15,22274.7,MerchantH,Purchase,London,4,14,20,12,0,11459.730000000001,1173050.15,-7540.8499999999985,1452570.8599999999,0
ACC4,48978.96,MerchantB,Transfer,London,5,28,3,30,1,-16940.829999999994,726884.44,14953.269999999997,1542304.8699999999,0
ACC12,1838.45,MerchantB,Transfer,New York,3,17,5,34,0,-57535.68,955552.97,-31410.77,1218169.09,0
ACC6,97026.98,MerchantD,Purchase,Los Angeles,2,22,18,27,0,95651.89,823488.22,83920.51,1582352.47,0
ACC5,9813.33,MerchantJ,Transfer,Tokyo,2,27,18,44,0,-63904.7,1035916.29,5279.64,1504197.57,0
ACC14,39482.66,MerchantH,Withdrawal,New York,12,1,0,44,0,-55228.91,2777702.66,-38637.53999999999,3141796.2,0
ACC6,21395.82,MerchantE,Purchase,Los Angeles,3,28,11,21,0,-60880.689999999995,1557949.22,10041.449999999999,1559939.6300000001,0
ACC10,3505.69,MerchantF,Transfer,Tokyo,12,5,5,17,0,-85803.8,2053063.93,96.11000000000013,3373825.36,0
ACC3,88102.49,MerchantC,Withdrawal,New York,9,4,3,34,0,30720.810000000005,1772573.87,69230.34,3884149.03,0
ACC12,17710.29,MerchantF,Transfer,Los Angeles,3,3,19,18,0,-46635.94,2342439.01,-54191.939999999995,3994828.13,0
ACC5,72588.31,MerchantJ,Purchase,Los Angeles,5,5,13,3,0,-1636.2200000000012,2089212.85,47340.17,3443585.58,0
ACC2,28482.94,MerchantE,Purchase,Tokyo,11,3,12,40,0,-26359.820000000003,2179917.34,-51588.509999999995,3891387.5300000003,0
ACC1,60519.65,MerchantA,Withdrawal,Los Angeles,3,24,10,27,0,11384.010000000002,1025948.25,59895.49,1425147.49,0
ACC2,95821.37,MerchantC,Purchase,Tokyo,5,4,10,40,0,47421.17,1752578.61,60493.1,3122918.49,0
ACC1,64741.8,MerchantD,Withdrawal,Los Angeles,4,21,8,46,0,62425.200000000004,893614.48,2510.520000000004,1195558.25,0
ACC4,83793.96,MerchantI,Transfer,New York,4,2,21,10,1,69413.73000000001,2216110.22,83571.85,3468365.9,0
ACC9,78739.74,MerchantJ,Withdrawal,Tokyo,1,15,5,41,1,59846.51000000001,483975.16000000003,31397.520000000004,1693894.9,0
ACC5,94332.76,MerchantE,Purchase,New York,2,27,21,35,0,9883.64,886310.14,78853.36,1361351.3,0
ACC7,21384.68,MerchantI,Purchase,Los Angeles,1,21,17,0,1,3560.2000000000007,1386117.29,-33788.63,1414261.92,0
ACC11,1081.64,MerchantI,Purchase,Los Angeles,9,3,3,30,1,-75580.52,2345294.34,-35265.47,4004304.81,0
ACC9,14931.71,MerchantC,Withdrawal,San Francisco,1,29,13,33,1,2095.0599999999995,796839.94,-68018.48999999999,1935525.47,0
ACC5,41974.36,MerchantF,Purchase,New York,1,3,23,2,0,-55592.66,2685112.78,-55592.66,3253963.18,0
ACC6,70284.71,MerchantE,Withdrawal,Tokyo,4,16,8,52,1,-16012.599999999991,1137961.08,2106.6300000000047,1379751.8,0
ACC1,75118.68,MerchantA,Purchase,Los Angeles,3,14,15,27,0,23039.59999999999,959828.05,74243.40999999999,1110808.44,0
ACC7,16264.77,MerchantE,Purchase,New York,11,5,10,18,1,-77921.47,2746023.09,-51505.619999999995,3510701.87,0
ACC8,47400.0,MerchantC,Transfer,London,2,27,21,2,0,7906.360000000001,677348.18,-14620.86,2123530.85,0
ACC9,79314.33,MerchantI,Purchase,San Francisco,3,16,15,3,0,-15335.169999999998,1211523.77,66060.33,1072191.63,0
ACC4,21746.92,MerchantH,Withdrawal,London,2,22,16,18,0,-55527.15000000001,1075487.71,-54804.03,1451471.95,0
ACC9,30454.52,MerchantF,Withdrawal,Los Angeles,1,3,18,17,0,27669.75,2596832.12,-63307.87999999999,3550233.96,0
ACC13,58227.44,MerchantB,Withdrawal,New York,2,19,23,54,1,-9897.509999999995,1671433.94,-32397.929999999993,1455170.25,0
ACC13,4583.14,MerchantG,Withdrawal,Tokyo,3,18,19,23,1,-33159.64,494564.4,-71663.86,1372606.66,0
ACC3,15889.26,MerchantI,Purchase,San Francisco,3,22,8,53,0,-24419.269999999997,1386213.25,-24419.269999999997,1052103.45,0
ACC9,26479.3,MerchantD,Withdrawal,New York,2,22,5,27,0,13946.42,1056100.14,-25001.23,1267870.54,0
ACC8,74909.53,MerchantI,Transfer,London,4,23,5,4,1,-22508.47,1127478.24,-24790.199999999997,1777246.19,0
ACC4,16897.5,MerchantI,Transfer,Los Angeles,8,1,8,44,0,1380.8400000000001,2754143.66,-28350.559999999998,3352688.0100000002,0
ACC15,3944.07,MerchantD,Transfer,Tokyo,10,2,10,40,0,-69014.48,2491303.6,3424.2400000000002,3507175.96,0
ACC9,20956.15,MerchantB,Purchase,San Francisco,3,17,20,34,0,-38364.86,1061874.16,-23319.04,1381086.43,0
ACC3,67576.84,MerchantG,Purchase,London,4,24,21,31,0,-9342.0,1256222.82,47037.09,1358330.62,0
ACC11,86406.06,MerchantI,Transfer,San Francisco,3,31,10,17,0,9496.470000000001,740908.63,68332.78,853780.9,0
ACC11,81437.76,MerchantF,Purchase,Tokyo,5,3,22,56,0,31446.67,2296166.42,52173.56,4270258.75,0
ACC14,21747.37,MerchantJ,Transfer,San Francisco,7,5,23,23,0,-65206.41,2434046.61,-74030.6,3366976.03,0
ACC11,26633.23,MerchantI,Transfer,Tokyo,4,22,9,18,1,-36751.07000000001,1096437.25,-36019.649999999994,1641244.4,0
ACC3,22067.64,MerchantA,Transfer,San Francisco,1,14,12,13,1,-5075.040000000001,916027.59,-36690.22,1176576.93,0
ACC9,87727.71,MerchantB,Withdrawal,San Francisco,4,30,5,1,1,53615.50000000001,853215.04,18223.660000000003,862379.58,0
ACC2,12007.5,MerchantI,Purchase,New York,5,21,11,8,1,-81196.24,898809.46,-58794.2,1673466.65,0
ACC12,84260.93,MerchantJ,Withdrawal,New York,3,17,9,2,0,27142.289999999994,864503.19,108.36999999999534,1402006.35,0
ACC1,81307.11,MerchantI,Withdrawal,San Francisco,2,26,10,22,1,32072.36,687452.49,68723.93,1497040.51,0
ACC7,37835.29,MerchantJ,Withdrawal,London,5,24,9,19,0,15065.5,1165734.47,-4334.870000000003,1554701.01,0
ACC15,59256.37,MerchantF,Withdrawal,San Francisco,1,23,0,39,0,-38009.30999999999,1104132.22,-7264.019999999997,1429140.09,0
ACC2,30604.0,MerchantF,Transfer,London,12,4,19,13,0,-65747.96,3048921.34,-60210.84,4781585.47,0
ACC13,13999.15,MerchantJ,Transfer,Tokyo,1,22,0,9,1,-34521.07,1162305.28,-83193.89,1929852.48,0
ACC10,7437.37,MerchantE,Withdrawal,New York,8,4,21,30,0,-66817.85,2798912.91,-65265.340000000004,4257840.84,0
ACC11,40461.58,MerchantD,Purchase,New York,3,26,8,44,1,-5515.519999999997,1056543.29,1614.810000000005,1168703.93,0
ACC10,37899.57,MerchantD,Withdrawal,London,8,3,16,33,0,14483.41,2272980.6,22131.37,4336227.16,0
ACC14,23880.49,MerchantG,Withdrawal,London,3,1,14,10,0,-52561.78999999999,2326063.92,-26851.719999999998,3939451.64,0
ACC10,64576.16,MerchantD,Transfer,Tokyo,2,14,12,9,0,-125.17999999999302,1100892.5,48000.69,1727334.44,0
ACC7,94273.67,MerchantG,Withdrawal,Los Angeles,5,5,4,27,0,85473.44,2418973.42,31113.379999999997,3202015.85,0
ACC10,26152.79,MerchantD,Purchase,New York,11,2,7,38,0,-55065.030000000006,2107111.36,-72638.92000000001,3198695.9,0
ACC12,88314.06,MerchantA,Purchase,London,3,24,9,45,0,27782.0,1123596.66,66793.70999999999,1208534.94,0
ACC5,65424.97,MerchantE,Purchase,New York,1,3,6,56,0,-5357.0899999999965,2662961.62,10230.71,3692535.4699999997,0
ACC8,88797.67,MerchantE,Purchase,Los Angeles,8,1,12,25,0,34808.009999999995,2649916.45,-6527.380000000005,4181899.61,0
ACC5,7990.89,MerchantG,Transfer,Los Angeles,6,3,23,40,1,-57741.34,2685112.78,-16384.79,3074358.78,0
ACC3,46639.91,MerchantB,Withdrawal,London,2,27,17,9,0,14767.620000000003,1034228.56,46164.170000000006,1996355.9000000001,0
ACC4,89467.55,MerchantA,Purchase,San Francisco,5,2,1,54,0,2241.8399999999965,3474364.19,82824.87,2935432.9,0
ACC2,67069.42,MerchantH,Transfer,Tokyo,5,24,20,5,0,27994.809999999998,1195475.83,-26041.589999999997,1517458.25,0
ACC14,17508.87,MerchantD,Purchase,San Francisco,2,19,11,1,1,-27917.570000000003,1037684.64,-71655.3,1626628.28,0
ACC3,91291.95,MerchantI,Transfer,Tokyo,4,15,13,9,1,7193.099999999991,1008127.47,22054.73999999999,1291157.19,0
ACC5,5822.65,MerchantG,Withdrawal,Tokyo,1,16,17,1,0,-26953.25,1413897.47,-22974.550000000003,1560161.8399999999,0
ACC13,41172.21,MerchantB,Withdrawal,San Francisco,1,20,23,12,0,-34635.549999999996,1239041.34,-29583.159999999996,1669298.92,0
ACC9,11411.84,MerchantE,Withdrawal,New York,12,5,15,28,0,-18536.81,2240393.96,817.5,3349353.0100000002,0
ACC3,62805.41,MerchantA,Transfer,Tokyo,4,24,13,40,0,13979.160000000003,1259300.84,26333.450000000004,1332969.0,0
ACC10,9975.78,MerchantC,Purchase,New York,9,5,6,14,0,-65953.95,2269775.56,-15112.179999999998,3362211.64,0
ACC14,95367.88,MerchantC,Purchase,New York,4,4,9,53,0,23716.930000000008,2054615.98,70669.26000000001,3951685.81,0
ACC13,5685.64,MerchantC,Withdrawal,Tokyo,2,21,0,44,0,-44362.97,993653.3300000001,-73249.05,1674372.45,0
ACC2,18961.18,MerchantB,Transfer,Tokyo,4,24,0,19,0,-68692.01000000001,1261023.2,-61588.10999999999,1617341.57,0
ACC1,83748.75,MerchantD,Transfer,London,2,16,10,15,0,80153.79,626779.29,-15237.779999999999,1723820.48,0
ACC7,58936.33,MerchantG,Withdrawal,London,1,19,9,7,0,-14710.339999999997,1415846.4,29134.120000000003,2121235.88,0
ACC8,84515.08,MerchantE,Withdrawal,Tokyo,1,3,15,9,0,8347.440000000002,2617650.97,53483.65,3721990.29,0
ACC15,36455.77,MerchantC,Withdrawal,San Francisco,11,1,11,11,0,-57522.12,2620329.05,-53559.950000000004,4322656.31,0
ACC8,59166.63,MerchantG,Withdrawal,New York,4,21,17,10,0,-34122.82,1122986.41,-39073.82,2265147.68,0
ACC3,57538.29,MerchantB,Transfer,New York,1,30,16,19,0,18889.840000000004,662410.41,49020.83,1043696.3400000001,0
ACC4,69386.28,MerchantC,Purchase,New York,4,16,19,11,1,3421.3600000000006,917941.94,20843.979999999996,1583201.35,0
ACC9,32062.14,MerchantA,Transfer,Tokyo,8,2,19,8,0,2398.6100000000006,2160143.32,-9636.440000000002,3580710.12,0
ACC14,18347.92,MerchantD,Withdrawal,Tokyo,9,3,4,3,1,14838.179999999998,2388889.26,-53209.28,3860742.57,0
ACC12,60328.88,MerchantF,Purchase,London,2,20,6,57,0,-21677.260000000002,1384145.47,12378.469999999994,1659095.15,0
ACC1,74005.77,MerchantJ,Transfer,London,4,23,17,35,1,-21468.149999999994,1495238.06,2685.3600000000006,1058828.26,0
ACC8,63679.6,MerchantG,Transfer,New York,5,16,10,1,0,-2005.530000000006,852194.01,-33685.170000000006,1597584.1,0
